3 qid:9139 1:15.459973 13:6.700198 14:0.0 15:0.0 16:5.0592294 17:9.7657385 18:8.225579 19:6.4117546 # docid:443
0 qid:9036 1:6.0332623 13:5.160599 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:543
0 qid:9036 1:5.7572627 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:423
0 qid:9036 1:5.596793 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.89029306 # docid:657
0 qid:9036 1:5.439035 13:5.4804163 14:0.0 15:0.0 16:6.1147327 17:4.1897798 18:0.0 19:6.962323 # docid:553
0 qid:9036 1:5.3182297 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:203
0 qid:9036 1:4.237676 13:0.0 14:0.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:0.89029306 # docid:202
0 qid:9036 1:4.237676 13:0.0 14:0.0 15:0.0 16:6.2216945 17:0.0 18:0.0 19:2.6079113 # docid:205
2 qid:9036 1:3.989738 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:169
2 qid:9036 1:3.7692087 13:0.0 14:0.0 15:0.0 16:0.9171114 17:0.0 18:0.0 19:0.0 # docid:167
0 qid:9036 1:3.7692087 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:201
0 qid:9036 1:3.7692087 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:613
0 qid:9036 1:3.7692087 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:630
0 qid:9036 1:3.5717812 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:628
0 qid:9036 1:3.5717812 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:626
0 qid:9036 1:3.5717812 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:625
2 qid:9036 1:3.3940063 13:0.0 14:0.0 15:0.0 16:1.0000647 17:0.0 18:0.0 19:2.6210935 # docid:170
0 qid:9036 1:3.3940063 13:0.0 14:0.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:0.89029306 # docid:204
0 qid:9036 1:3.3940063 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:627
0 qid:9036 1:3.2330894 13:0.0 14:0.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:0.80802065 # docid:384
0 qid:9036 1:3.2330894 13:0.0 14:0.0 15:0.0 16:6.1147327 17:0.0 18:0.0 19:1.7998906 # docid:420
0 qid:9036 1:3.2330894 13:0.0 14:0.0 15:0.0 16:0.8040895 17:0.0 18:0.0 19:0.0 # docid:662
0 qid:9036 1:3.2330894 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:660
0 qid:9036 1:3.0175858 13:3.0424292 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.6819769 # docid:532
2 qid:9036 1:2.9042437 13:3.0424292 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.6819769 # docid:7
0 qid:9036 1:2.9042437 13:3.0424292 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:2.0418468 # docid:683
0 qid:9036 1:2.9042437 13:3.0424292 14:0.0 15:1.0 16:1.1494895 17:0.0 18:0.0 19:0.9556509 # docid:678
0 qid:9036 1:2.7991073 13:3.0424292 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:0.73966753 # docid:419
0 qid:9036 1:2.7991073 13:0.0 14:0.0 15:1.0 16:1.0541416 17:0.0 18:0.0 19:0.99121886 # docid:472
0 qid:9036 1:2.7991073 13:3.0424292 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:842
2 qid:9036 1:2.7991073 13:3.0424292 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:0.73966753 # docid:32
0 qid:9036 1:2.7991073 13:3.0424292 14:1.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:0.89029306 # docid:247
0 qid:9036 1:2.6101296 13:3.0424292 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:195
0 qid:9036 1:2.40254 13:3.0424292 14:1.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:237
0 qid:9036 1:2.40254 13:3.0424292 14:1.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:3.1868978 # docid:296
0 qid:9036 1:2.40254 13:0.0 14:0.0 15:0.0 16:5.3988647 17:0.0 18:0.0 19:3.4269488 # docid:733
0 qid:9036 1:2.40254 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:2.3872995 # docid:735
0 qid:9036 1:2.40254 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:734
2 qid:9036 1:2.40254 13:3.0424292 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:0.73966753 # docid:69
2 qid:9036 1:2.40254 13:3.0424292 14:0.0 15:1.0 16:1.1494895 17:0.0 18:0.0 19:1.2229812 # docid:128
0 qid:9036 1:2.40254 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:731
2 qid:9036 1:2.261972 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:183
0 qid:9036 1:2.261972 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:514
0 qid:9036 1:2.261972 13:0.0 14:0.0 15:0.0 16:1.0000647 17:0.0 18:0.0 19:0.0 # docid:533
0 qid:9036 1:2.261972 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:531
0 qid:9036 1:2.261972 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:636
3 qid:9152 1:14.297791 13:7.1112614 14:1.0 15:1.0 16:8.813157 17:11.7017765 18:9.744701 19:12.701922 # docid:507
3 qid:9152 1:9.521311 13:1.9506621 14:0.0 15:0.0 16:2.3899472 17:0.0 18:0.0 19:0.0 # docid:509
0 qid:9152 1:8.212283 13:1.9506621 14:0.0 15:0.0 16:2.3899472 17:3.286146 18:0.0 19:0.0 # docid:301
0 qid:9152 1:7.6828213 13:7.688103 14:1.0 15:1.0 16:0.65752363 17:0.0 18:0.0 19:3.050999 # docid:19
2 qid:9152 1:7.5458393 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:498
0 qid:9152 1:6.535653 13:5.160599 14:1.0 15:1.0 16:0.6162168 17:0.0 18:0.0 19:3.3176484 # docid:222
0 qid:9152 1:6.1845303 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:404
0 qid:9152 1:6.1845303 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:405
0 qid:9152 1:6.1845303 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:403
0 qid:9152 1:6.1845303 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:401
0 qid:9152 1:6.1845303 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:474
0 qid:9152 1:5.6910615 13:1.9506621 14:0.0 15:0.0 16:1.9488457 17:0.0 18:0.0 19:0.0 # docid:303
2 qid:9152 1:5.633873 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:497
2 qid:9152 1:5.633873 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:500
0 qid:9152 1:5.5688972 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:402
2 qid:9152 1:5.535685 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:502
0 qid:9152 1:5.4078054 13:1.9506621 14:0.0 15:0.0 16:1.9488457 17:0.0 18:0.0 19:1.2764682 # docid:302
2 qid:9152 1:5.2918444 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:503
0 qid:9152 1:5.143117 13:1.9506621 14:0.0 15:0.0 16:1.9488457 17:0.0 18:0.0 19:1.2764682 # docid:372
2 qid:9152 1:5.110287 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:504
2 qid:9152 1:5.110287 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:499
0 qid:9152 1:5.082331 13:1.9506621 14:0.0 15:0.0 16:4.49996 17:5.3556833 18:2.9324853 19:2.4439178 # docid:380
2 qid:9152 1:5.024617 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:496
0 qid:9152 1:4.966135 13:1.9506621 14:0.0 15:0.0 16:4.49996 17:6.111227 18:3.5160136 19:2.6697617 # docid:61
0 qid:9152 1:4.9182267 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:375
0 qid:9152 1:4.8161235 13:0.0 14:0.0 15:1.0 16:2.8655057 17:0.0 18:0.0 19:2.3592625 # docid:795
0 qid:9152 1:4.743329 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:760
0 qid:9152 1:4.63526 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:1.505773 # docid:537
0 qid:9152 1:4.6303797 13:0.0 14:0.0 15:1.0 16:0.44110143 17:0.0 18:0.0 19:3.0369973 # docid:87
1 qid:9152 1:4.6303797 13:1.9506621 14:0.0 15:0.0 16:4.49996 17:6.111227 18:3.5160136 19:2.6697617 # docid:508
0 qid:9152 1:4.5764155 13:5.4804163 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.1769097 # docid:758
0 qid:9152 1:4.5764155 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:376
0 qid:9152 1:4.447249 13:0.0 14:0.0 15:0.0 16:0.6162168 17:0.0 18:0.0 19:0.0 # docid:379
0 qid:9152 1:4.359438 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.1769097 # docid:371
0 qid:9152 1:4.359438 13:0.0 14:0.0 15:0.0 16:2.110013 17:0.0 18:0.0 19:1.3944274 # docid:373
0 qid:9152 1:4.2189617 13:1.9506621 14:0.0 15:0.0 16:1.9488457 17:0.0 18:0.0 19:2.4439178 # docid:407
0 qid:9152 1:4.2143064 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:377
0 qid:9152 1:4.1621037 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:374
0 qid:9152 1:4.0201445 13:1.9506621 14:0.0 15:0.0 16:4.49996 17:5.3556833 18:2.9324853 19:2.4439178 # docid:324
0 qid:9152 1:4.004552 13:5.4804163 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:5.4281197 # docid:283
1 qid:9152 1:3.9979768 13:1.9506621 14:0.0 15:0.0 16:4.058859 17:2.825081 18:0.0 19:4.4780035 # docid:510
0 qid:9152 1:3.9154038 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:85
0 qid:9152 1:3.9154038 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:82
0 qid:9152 1:3.9154038 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:81
0 qid:9152 1:3.9154038 13:0.0 14:0.0 15:0.0 16:0.6162168 17:0.0 18:0.0 19:0.0 # docid:198
0 qid:9152 1:3.793566 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:514
0 qid:9152 1:3.793566 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:541
2 qid:9152 1:3.756189 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:501
0 qid:9152 1:3.7301297 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:304
0 qid:9152 1:3.6188717 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:495
2 qid:9060 1:24.103304 13:18.005146 14:1.0 15:1.0 16:7.4472203 17:9.969621 18:10.44302 19:4.9886866 # docid:287
0 qid:9060 1:11.220508 13:13.520874 14:0.0 15:0.0 16:7.8695307 17:8.8915415 18:5.708253 19:2.937687 # docid:390
0 qid:9060 1:7.342631 13:7.466986 14:0.0 15:0.0 16:6.7313523 17:4.396578 18:0.0 19:0.0 # docid:115
2 qid:9060 1:7.013791 13:3.3506193 14:0.0 15:0.0 16:1.9770541 17:0.0 18:0.0 19:2.7085612 # docid:286
0 qid:9060 1:6.2384286 13:0.0 14:0.0 15:0.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:145
0 qid:9060 1:6.2384286 13:0.0 14:0.0 15:0.0 16:0.65752363 17:0.0 18:0.0 19:0.0 # docid:585
0 qid:9060 1:6.2384286 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:820
2 qid:9060 1:5.911666 13:0.0 14:0.0 15:0.0 16:1.9770541 17:0.0 18:0.0 19:3.2091606 # docid:281
0 qid:9060 1:5.911666 13:3.3506193 14:0.0 15:0.0 16:1.9770541 17:0.0 18:0.0 19:2.3945735 # docid:479
0 qid:9060 1:5.911666 13:0.0 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:377
0 qid:9060 1:5.6174307 13:0.0 14:0.0 15:0.0 16:2.6929224 17:3.8747237 18:0.0 19:3.2091606 # docid:378
0 qid:9060 1:5.351096 13:0.0 14:0.0 15:0.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:582
0 qid:9060 1:5.020576 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:750
0 qid:9060 1:5.020576 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:742
0 qid:9060 1:4.7268314 13:4.572202 14:0.0 15:0.0 16:3.1340237 17:3.8747237 18:0.0 19:2.3430645 # docid:193
0 qid:9060 1:4.6723924 13:4.116367 14:0.0 15:0.0 16:7.4472203 17:6.0948973 18:0.0 19:0.0 # docid:157
0 qid:9060 1:4.46556 13:0.0 14:0.0 15:0.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:165
0 qid:9060 1:4.46556 13:4.572202 14:0.0 15:1.0 16:1.1569695 17:1.0780797 18:0.0 19:1.6174599 # docid:719
0 qid:9060 1:4.46556 13:0.0 14:0.0 15:0.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:93
0 qid:9060 1:4.3990192 13:4.116367 14:0.0 15:0.0 16:1.3320849 17:1.0780797 18:0.0 19:0.0 # docid:189
0 qid:9060 1:4.3990192 13:0.0 14:0.0 15:0.0 16:0.65752363 17:0.0 18:0.0 19:0.0 # docid:174
0 qid:9060 1:4.3990192 13:4.116367 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:0.0 # docid:194
0 qid:9060 1:4.2316585 13:5.1349115 14:0.0 15:0.0 16:1.2995508 17:1.0780797 18:0.0 19:0.0 # docid:806
0 qid:9060 1:4.1558676 13:0.0 14:0.0 15:0.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:95
0 qid:9060 1:4.1558676 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:408
2 qid:9060 1:4.0916767 13:0.0 14:0.0 15:0.0 16:2.6929224 17:3.8747237 18:0.0 19:3.535916 # docid:290
0 qid:9060 1:4.02104 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:46
0 qid:9060 1:4.02104 13:4.572202 14:0.0 15:0.0 16:1.3320849 17:0.9447944 18:0.0 19:1.3185191 # docid:321
0 qid:9060 1:3.9381871 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:47
0 qid:9060 1:3.9381871 13:4.116367 14:0.0 15:0.0 16:5.470166 17:1.0780797 18:0.0 19:0.0 # docid:111
0 qid:9060 1:3.9381871 13:0.0 14:0.0 15:0.0 16:1.4411662 17:1.0780797 18:0.0 19:1.4527704 # docid:149
0 qid:9060 1:3.7421756 13:4.116367 14:0.0 15:0.0 16:5.470166 17:1.0780797 18:0.0 19:0.0 # docid:113
0 qid:9060 1:3.7421756 13:4.116367 14:0.0 15:0.0 16:4.3131967 17:0.0 18:0.0 19:0.0 # docid:345
0 qid:9060 1:3.6393487 13:0.0 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:0.0 # docid:330
0 qid:9060 1:3.6393487 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:404
0 qid:9060 1:3.6393487 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:401
0 qid:9060 1:3.6393487 13:0.0 14:0.0 15:0.0 16:1.3320849 17:1.0780797 18:0.0 19:0.0 # docid:379
0 qid:9060 1:3.5647514 13:4.116367 14:1.0 15:1.0 16:5.0290647 17:0.0 18:0.0 19:2.9374824 # docid:597
2 qid:9060 1:3.4487233 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:282
2 qid:9060 1:3.2770734 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:284
2 qid:9060 1:3.2770734 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:2.3945735 # docid:285
2 qid:9060 1:3.2770734 13:0.0 14:0.0 15:0.0 16:2.4181557 17:0.0 18:0.0 19:0.0 # docid:283
2 qid:9060 1:3.2770734 13:0.0 14:0.0 15:0.0 16:1.9770541 17:0.0 18:0.0 19:0.0 # docid:288
2 qid:9060 1:3.2770734 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:289
0 qid:9060 1:3.2770734 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:627
0 qid:9060 1:3.1745977 13:3.3506193 14:0.0 15:0.0 16:1.9770541 17:0.0 18:0.0 19:2.3945735 # docid:276
0 qid:9060 1:3.1217005 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:361
0 qid:9060 1:3.1217005 13:0.0 14:0.0 15:0.0 16:1.2995508 17:1.2551477 18:0.0 19:1.8242626 # docid:708
2 qid:9060 1:2.9221146 13:3.3506193 14:0.0 15:0.0 16:1.9770541 17:0.0 18:0.0 19:0.0 # docid:237
0 qid:9060 1:2.9221146 13:3.3506193 14:0.0 15:0.0 16:2.4181557 17:0.0 18:0.0 19:0.0 # docid:733
3 qid:9147 1:19.363602 13:9.461974 14:0.0 15:1.0 16:3.56291 17:6.9848857 18:8.4612665 19:6.5959053 # docid:484
3 qid:9147 1:15.590514 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:483
3 qid:9147 1:11.621854 13:0.0 14:0.0 15:1.0 16:1.6456594 17:0.0 18:0.0 19:0.0 # docid:485
2 qid:9147 1:9.675516 13:4.730987 14:0.0 15:1.0 16:3.56291 17:6.9848857 18:8.4612665 19:6.5959053 # docid:492
0 qid:9147 1:9.078384 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:473
2 qid:9147 1:8.758042 13:4.730987 14:0.0 15:1.0 16:3.56291 17:6.9848857 18:8.4612665 19:6.5959053 # docid:495
0 qid:9147 1:8.536867 13:0.0 14:0.0 15:0.0 16:0.65752363 17:0.0 18:0.0 19:0.0 # docid:811
0 qid:9147 1:8.065 13:6.0589213 14:0.0 15:0.0 16:1.6192445 17:4.5001802 18:0.0 19:3.7332108 # docid:51
0 qid:9147 1:7.2621765 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.6819769 # docid:812
0 qid:9147 1:6.936779 13:0.0 14:0.0 15:0.0 16:0.6673608 17:0.0 18:0.0 19:0.0 # docid:180
0 qid:9147 1:6.903647 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:765
0 qid:9147 1:6.766501 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.73966753 # docid:195
0 qid:9147 1:6.7157383 13:7.4963255 14:0.0 15:1.0 16:3.56291 17:6.9848857 18:8.4612665 19:2.5227306 # docid:707
0 qid:9147 1:6.4848866 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:486
0 qid:9147 1:6.0099897 13:4.730987 14:0.0 15:1.0 16:2.9095907 17:0.0 18:0.0 19:0.73966753 # docid:358
0 qid:9147 1:5.8672934 13:0.0 14:0.0 15:0.0 16:2.4684892 17:2.2386723 18:0.0 19:0.99121886 # docid:477
1 qid:9147 1:5.529215 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:461
0 qid:9147 1:5.529215 13:0.0 14:0.0 15:0.0 16:1.6456594 17:0.0 18:0.0 19:0.0 # docid:730
0 qid:9147 1:5.5165896 13:0.0 14:0.0 15:0.0 16:2.4684892 17:2.2386723 18:0.0 19:1.8825126 # docid:306
0 qid:9147 1:5.3411303 13:2.7653384 14:0.0 15:0.0 16:2.086761 17:0.0 18:0.0 19:1.3755734 # docid:228
0 qid:9147 1:5.255037 13:2.7653384 14:1.0 15:1.0 16:2.086761 17:0.0 18:0.0 19:1.7273253 # docid:582
2 qid:9147 1:5.0879164 13:0.0 14:0.0 15:1.0 16:2.4684892 17:2.2386723 18:0.0 19:0.80802065 # docid:494
0 qid:9147 1:4.89187 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:836
1 qid:9147 1:4.8346615 13:2.7653384 14:1.0 15:1.0 16:2.086761 17:0.0 18:0.0 19:1.7273253 # docid:421
0 qid:9147 1:4.779183 13:0.0 14:0.0 15:1.0 16:2.673386 17:0.0 18:0.0 19:1.7273253 # docid:763
0 qid:9147 1:4.7268314 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:615
0 qid:9147 1:4.71478 13:0.0 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:0.89029306 # docid:278
0 qid:9147 1:4.563531 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.89029306 # docid:271
0 qid:9147 1:4.563531 13:2.7653384 14:0.0 15:1.0 16:3.2681592 17:6.103997 18:6.406357 19:2.5227306 # docid:427
0 qid:9147 1:4.5599446 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:145
0 qid:9147 1:4.5599446 13:0.0 14:0.0 15:0.0 16:2.086761 17:1.8662698 18:0.0 19:0.0 # docid:142
0 qid:9147 1:4.5599446 13:0.0 14:0.0 15:0.0 16:1.6192445 17:4.5001802 18:0.0 19:3.7332108 # docid:144
0 qid:9147 1:4.5599446 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:141
0 qid:9147 1:4.528854 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:779
0 qid:9147 1:4.3210993 13:0.0 14:0.0 15:0.0 16:2.086761 17:1.8662698 18:0.0 19:1.3755734 # docid:143
0 qid:9147 1:4.303444 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.0108936 # docid:293
0 qid:9147 1:4.303444 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.1430436 # docid:294
2 qid:9147 1:4.299201 13:0.0 14:0.0 15:0.0 16:3.1218088 17:2.2386723 18:0.0 19:4.3606915 # docid:475
0 qid:9147 1:4.299201 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:474
0 qid:9147 1:4.2316585 13:4.730987 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:589
2 qid:9147 1:4.074013 13:0.0 14:0.0 15:0.0 16:1.0541416 17:2.0317357 18:0.0 19:0.99121886 # docid:471
0 qid:9147 1:4.074013 13:0.0 14:0.0 15:1.0 16:1.6456594 17:0.0 18:0.0 19:0.0 # docid:478
2 qid:9147 1:4.074013 13:0.0 14:0.0 15:0.0 16:1.6192445 17:4.5001802 18:0.0 19:3.7332108 # docid:472
0 qid:9147 1:4.074013 13:0.0 14:0.0 15:1.0 16:2.4684892 17:2.2386723 18:0.0 19:0.80802065 # docid:479
0 qid:9147 1:4.074013 13:0.0 14:0.0 15:1.0 16:2.673386 17:0.0 18:0.0 19:1.7273253 # docid:480
0 qid:9147 1:4.02104 13:4.730987 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.1430436 # docid:214
0 qid:9147 1:4.02104 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:813
0 qid:9147 1:4.02104 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:815
0 qid:9147 1:4.02104 13:0.0 14:0.0 15:0.0 16:0.6162168 17:0.0 18:0.0 19:0.0 # docid:814
0 qid:9147 1:3.9113543 13:5.313238 14:0.0 15:1.0 16:2.3439264 17:0.0 18:0.0 19:1.7273253 # docid:708
0 qid:9085 1:11.0462 13:4.730987 14:0.0 15:0.0 16:1.7122545 17:0.0 18:0.0 19:0.0 # docid:274
0 qid:9085 1:9.780032 13:5.9659567 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:209
3 qid:9085 1:9.731224 13:4.572202 14:1.0 15:1.0 16:5.120831 17:0.0 18:0.0 19:0.0 # docid:722
0 qid:9085 1:6.745837 13:2.9537635 14:0.0 15:0.0 16:0.9171114 17:0.0 18:0.0 19:0.0 # docid:135
0 qid:9085 1:6.677697 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:696
0 qid:9085 1:6.6073565 13:7.037374 14:0.0 15:0.0 16:2.4281228 17:2.8023803 18:0.0 19:4.681515 # docid:242
0 qid:9085 1:6.6073565 13:7.037374 14:0.0 15:0.0 16:2.7123194 17:2.8023803 18:0.0 19:0.0 # docid:832
0 qid:9085 1:6.4167757 13:0.0 14:0.0 15:0.0 16:1.9232672 17:0.0 18:0.0 19:0.0 # docid:402
0 qid:9085 1:6.3932185 13:4.730987 14:0.0 15:0.0 16:1.7122545 17:0.0 18:0.0 19:0.0 # docid:271
0 qid:9085 1:6.3414364 13:0.0 14:0.0 15:0.0 16:1.9232672 17:0.0 18:0.0 19:0.0 # docid:386
0 qid:9085 1:6.309908 13:2.306387 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:520
0 qid:9085 1:6.0743294 13:6.878589 14:1.0 15:1.0 16:5.836699 17:3.944474 18:0.0 19:4.1691236 # docid:268
