3 qid:9139 1:15.459973 2:4.8894606 3:15.383828 4:20.733849 9:0.7036993 10:0.0 11:0.0 16:5.0592294 17:9.7657385 18:8.225579 # docid:443
0 qid:9080 1:5.3488545 2:1.399447 3:1.4543067 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.086761 17:1.6355389 18:0.0 # docid:446
0 qid:9080 1:5.3488545 2:1.445168 3:1.4543067 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.086761 17:1.6355389 18:0.0 # docid:449
0 qid:9080 1:5.2976995 2:1.1136452 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.298979 17:0.0 18:0.0 # docid:617
0 qid:9080 1:5.251767 2:1.2577977 3:0.7895932 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:1.0780797 18:0.0 # docid:277
0 qid:9080 1:5.1962614 2:1.5556533 3:0.0 4:0.0 9:0.6415746 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:362
2 qid:9080 1:5.152096 2:3.3178802 3:4.2446136 4:2.392474 9:0.7036993 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:678
0 qid:9080 1:5.0300617 2:4.435648 3:6.5349493 4:2.5537841 9:0.7036993 10:0.0 11:0.0 16:2.9777443 17:2.9443495 18:0.0 # docid:706
0 qid:9080 1:4.7797055 2:4.426615 3:4.695224 4:1.9619738 9:0.0 10:0.0 11:0.0 16:2.086761 17:1.8662698 18:0.0 # docid:88
0 qid:9080 1:4.6831856 2:3.6388311 3:5.7913556 4:4.968464 9:0.6415746 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:393
0 qid:9080 1:4.6519117 2:1.9408892 3:2.5685024 4:0.0 9:0.5912134 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:192
0 qid:9080 1:4.384795 2:4.237244 3:5.6989202 4:2.5537841 9:0.7036993 10:0.0 11:0.0 16:2.261876 17:1.6355389 18:0.0 # docid:688
0 qid:9080 1:4.377154 2:1.4182376 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:209
0 qid:9080 1:4.3768816 2:1.694561 3:3.6458926 4:1.6344748 9:0.0 10:0.0 11:0.0 16:1.4822142 17:1.5018107 18:0.0 # docid:44
0 qid:9080 1:4.3768816 2:1.5451126 3:3.6458926 4:1.6344748 9:0.0 10:0.0 11:0.0 16:1.4822142 17:1.5018107 18:0.0 # docid:43
0 qid:9080 1:4.3768816 2:1.836454 3:3.4314797 4:3.61853 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:33
0 qid:9080 1:4.253072 2:1.815244 3:3.7465584 4:3.61853 9:0.0 10:0.0 11:0.0 16:3.4559486 17:4.7361355 18:4.944305 # docid:317
0 qid:9080 1:4.253072 2:1.2259111 3:1.1411442 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:395
0 qid:9080 1:4.155124 2:3.643099 3:4.008855 4:2.2503312 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:695
0 qid:9080 1:4.155124 2:3.8986015 3:2.9829853 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.3320849 17:1.0780797 18:0.0 # docid:682
0 qid:9080 1:4.155124 2:4.1262116 3:5.3823853 4:2.2503312 9:0.7036993 10:0.0 11:0.0 16:2.7400804 17:1.6355389 18:0.0 # docid:697
0 qid:9080 1:4.147625 2:1.8422478 3:3.4314797 4:3.61853 9:0.5097329 10:0.0 11:0.0 16:2.802629 17:2.9443495 18:2.5316508 # docid:45
1 qid:9080 1:4.147625 2:1.8588665 3:1.9771729 4:1.524272 9:0.44799113 10:0.0 11:0.0 16:2.673386 17:0.0 18:0.0 # docid:601
0 qid:9080 1:4.147625 2:1.8713496 3:3.7465584 4:3.61853 9:0.0 10:0.0 11:0.0 16:2.9777443 17:2.9443495 18:2.5316508 # docid:49
0 qid:9080 1:4.1352105 2:1.836454 3:3.6458926 4:3.8801448 9:0.7036993 10:0.0 11:0.0 16:2.802629 17:2.9443495 18:2.5316508 # docid:437
0 qid:9080 1:4.1352105 2:1.2962351 3:1.2124475 4:0.0 9:0.0 10:0.0 11:0.0 16:3.0148473 17:1.7917861 18:0.0 # docid:567
0 qid:9080 1:3.9483154 2:4.2037053 3:8.30205 4:11.1193905 9:0.6415746 10:0.0 11:0.0 16:1.2995508 17:1.2551477 18:0.0 # docid:439
0 qid:9080 1:3.9411893 2:1.3448892 3:1.0777615 4:0.0 9:0.6415746 10:0.0 11:0.0 16:2.3615277 17:1.7917861 18:0.0 # docid:544
0 qid:9080 1:3.9186122 2:1.6098017 3:1.9771729 4:1.524272 9:0.0 10:0.0 11:0.0 16:3.148016 17:3.3412237 18:3.0120058 # docid:453
0 qid:9080 1:3.9186122 2:1.5184188 3:0.83602875 4:0.0 9:0.0 10:0.0 11:0.0 16:2.298979 17:0.0 18:0.0 # docid:318
2 qid:9080 1:3.7611175 2:2.8675408 3:1.8249781 4:0.0 9:0.6415746 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:673
0 qid:9080 1:3.7543294 2:1.7132297 3:1.7690938 4:1.3431506 9:0.44799113 10:0.0 11:0.0 16:2.802629 17:2.869866 18:2.4126542 # docid:352
0 qid:9080 1:3.7543294 2:2.463856 3:1.7690938 4:0.0 9:0.0 10:0.0 11:0.0 16:2.802629 17:1.7917861 18:0.0 # docid:351
0 qid:9036 1:11.345187 2:3.767392 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:767
2 qid:9036 1:10.352718 2:4.1362586 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:6.2216945 17:0.0 18:0.0 # docid:166
0 qid:9036 1:8.295235 2:0.90575707 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:513
0 qid:9036 1:7.056623 2:1.0259291 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.0000647 17:0.0 18:0.0 # docid:841
2 qid:9036 1:6.640216 2:0.5965786 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:168
0 qid:9036 1:6.0332623 2:0.8182856 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:543
0 qid:9036 1:5.7572627 2:3.888996 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:423
0 qid:9036 1:5.596793 2:3.5753226 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:657
0 qid:9036 1:5.439035 2:5.33555 3:3.5565248 4:0.0 9:0.0 10:0.0 11:0.0 16:6.1147327 17:4.1897798 18:0.0 # docid:553
0 qid:9036 1:5.3182297 2:0.56765074 3:1.1689513 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:203
0 qid:9036 1:4.237676 2:1.1878285 3:1.5028406 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:202
0 qid:9036 1:4.237676 2:4.1362586 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:6.2216945 17:0.0 18:0.0 # docid:205
2 qid:9036 1:3.989738 2:0.5616391 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:169
2 qid:9036 1:3.7692087 2:0.99814785 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.9171114 17:0.0 18:0.0 # docid:167
0 qid:9036 1:3.7692087 2:0.80920625 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:201
0 qid:9036 1:3.7692087 2:0.24718633 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:613
0 qid:9036 1:3.7692087 2:0.6193855 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:630
0 qid:9036 1:3.5717812 2:0.73248744 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:628
0 qid:9036 1:3.5717812 2:1.0010105 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:626
0 qid:9036 1:3.5717812 2:0.5027506 3:1.1689513 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:625
2 qid:9036 1:3.3940063 2:1.2455938 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.0000647 17:0.0 18:0.0 # docid:170
0 qid:9036 1:3.3940063 2:1.1442043 3:1.5764997 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:204
0 qid:9036 1:3.3940063 2:1.05426 3:1.1689513 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:627
0 qid:9036 1:3.2330894 2:1.0990734 3:1.0520798 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:384
0 qid:9036 1:3.2330894 2:3.7090125 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:6.1147327 17:0.0 18:0.0 # docid:420
0 qid:9036 1:3.2330894 2:4.854493 3:4.1025286 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8040895 17:0.0 18:0.0 # docid:662
0 qid:9036 1:3.2330894 2:3.5629628 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:660
0 qid:9036 1:3.0175858 2:0.34913453 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:532
2 qid:9036 1:2.9042437 2:0.6193855 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:7
0 qid:9036 1:2.9042437 2:0.86183274 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:683
0 qid:9036 1:2.9042437 2:0.3817271 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:678
0 qid:9036 1:2.7991073 2:1.0906122 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:419
0 qid:9036 1:2.7991073 2:0.37115663 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.0541416 17:0.0 18:0.0 # docid:472
0 qid:9036 1:2.7991073 2:0.6396798 3:1.2376966 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:842
2 qid:9036 1:2.7991073 2:1.0906122 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:32
0 qid:9036 1:2.7991073 2:0.8220891 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:247
0 qid:9036 1:2.6101296 2:0.59471977 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:195
0 qid:9036 1:2.40254 2:0.6944709 3:1.5028406 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:237
0 qid:9036 1:2.40254 2:1.1878285 3:1.5028406 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:296
0 qid:9036 1:2.40254 2:3.8176212 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:5.3988647 17:0.0 18:0.0 # docid:733
0 qid:9036 1:2.40254 2:0.3633307 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:735
0 qid:9036 1:2.40254 2:0.6819681 3:1.5028406 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:734
2 qid:9036 1:2.40254 2:1.1878285 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:69
2 qid:9036 1:2.40254 2:0.6819681 3:1.4026783 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:128
0 qid:9036 1:2.40254 2:0.27794114 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:731
2 qid:9036 1:2.261972 2:0.5616391 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:183
0 qid:9036 1:2.261972 2:1.1182616 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:514
0 qid:9036 1:2.261972 2:1.304335 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.0000647 17:0.0 18:0.0 # docid:533
0 qid:9036 1:2.261972 2:1.1182616 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:531
0 qid:9036 1:2.261972 2:3.8940125 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:636
3 qid:9152 1:14.297791 2:5.771496 3:11.875976 4:15.237083 9:0.0 10:0.0 11:0.0 16:8.813157 17:11.7017765 18:9.744701 # docid:507
3 qid:9152 1:9.521311 2:2.952728 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:2.3899472 17:0.0 18:0.0 # docid:509
0 qid:9152 1:8.212283 2:3.01037 3:3.653033 4:0.0 9:1.0150998 10:0.0 11:0.0 16:2.3899472 17:3.286146 18:0.0 # docid:301
0 qid:9152 1:7.6828213 2:2.5690358 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:19
2 qid:9152 1:7.5458393 2:3.3569636 3:9.432939 4:11.410898 9:2.384131 10:1.7265515 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:498
0 qid:9152 1:6.535653 2:3.4245803 3:4.090797 4:0.0 9:0.0 10:0.0 11:0.0 16:0.6162168 17:0.0 18:0.0 # docid:222
0 qid:9152 1:6.1845303 2:0.38520417 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:404
0 qid:9152 1:6.1845303 2:3.014034 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:405
0 qid:9152 1:6.1845303 2:2.4882073 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:403
0 qid:9152 1:6.1845303 2:2.5900319 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:401
0 qid:9152 1:6.1845303 2:4.2140393 3:0.0 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:474
0 qid:9152 1:5.6910615 2:4.05848 3:0.83602875 4:0.0 9:2.384131 10:1.7265515 11:0.0 16:1.9488457 17:0.0 18:0.0 # docid:303
2 qid:9152 1:5.633873 2:1.0999725 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:497
2 qid:9152 1:5.633873 2:1.0999725 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:500
0 qid:9152 1:5.5688972 2:3.4377756 3:3.5737662 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:402
2 qid:9152 1:5.535685 2:3.646562 3:1.1511075 4:0.0 9:2.384131 10:1.7265515 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:502
0 qid:9152 1:5.4078054 2:5.841475 3:0.7895932 4:0.0 9:2.0555522 10:1.4245096 11:0.0 16:1.9488457 17:0.0 18:0.0 # docid:302
2 qid:9152 1:5.2918444 2:5.202413 3:1.1063164 4:0.0 9:2.0555522 10:1.4245096 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:503
0 qid:9152 1:5.143117 2:2.6975915 3:0.0 4:0.0 9:1.3690312 10:0.0 11:0.0 16:1.9488457 17:0.0 18:0.0 # docid:372
2 qid:9152 1:5.110287 2:4.357989 3:0.0 4:0.0 9:1.1803526 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:504
2 qid:9152 1:5.110287 2:3.0593903 3:3.4455268 4:0.0 9:1.1803526 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:499
0 qid:9152 1:5.082331 2:5.4881163 3:5.1787934 4:3.20645 9:0.0 10:0.0 11:0.0 16:4.49996 17:5.3556833 18:2.9324853 # docid:380
2 qid:9152 1:5.024617 2:3.3569636 3:9.432939 4:11.410898 9:2.384131 10:1.7265515 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:496
0 qid:9152 1:4.966135 2:4.307819 3:5.997464 4:3.20645 9:2.1389503 10:1.2124112 11:0.0 16:4.49996 17:6.111227 18:3.5160136 # docid:61
0 qid:9152 1:4.9182267 2:2.8210776 3:0.71064985 4:0.0 9:2.1389503 10:1.2124112 11:0.0 16:0.0 17:0.0 18:0.0 # docid:375
0 qid:9152 1:4.8161235 2:6.3242493 3:6.1925697 4:4.3284354 9:0.0 10:0.0 11:0.0 16:2.8655057 17:0.0 18:0.0 # docid:795
0 qid:9152 1:4.743329 2:3.351448 3:2.6068854 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:760
0 qid:9152 1:4.63526 2:0.62038887 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:537
0 qid:9152 1:4.6303797 2:3.090271 3:5.943338 4:0.0 9:2.1389503 10:1.2124112 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:87
1 qid:9152 1:4.6303797 2:4.0893536 3:5.997464 4:3.20645 9:2.0555522 10:1.4245096 11:0.0 16:4.49996 17:6.111227 18:3.5160136 # docid:508
0 qid:9152 1:4.5764155 2:4.4136686 3:2.027708 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:758
0 qid:9152 1:4.5764155 2:5.196492 3:5.1186695 4:4.085694 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:376
0 qid:9152 1:4.447249 2:3.8106859 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:0.6162168 17:0.0 18:0.0 # docid:379
0 qid:9152 1:4.359438 2:2.0297654 3:0.0 4:0.0 9:1.1803526 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:371
0 qid:9152 1:4.359438 2:5.3646493 3:3.0378098 4:0.0 9:0.8751996 10:0.0 11:0.0 16:2.110013 17:0.0 18:0.0 # docid:373
0 qid:9152 1:4.2189617 2:1.8408359 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.9488457 17:0.0 18:0.0 # docid:407
0 qid:9152 1:4.2143064 2:5.0431566 3:0.83602875 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:377
0 qid:9152 1:4.1621037 2:1.27524 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:374
0 qid:9152 1:4.0201445 2:4.111552 3:4.9985414 4:2.5597112 9:0.76919043 10:0.0 11:0.0 16:4.49996 17:5.3556833 18:2.9324853 # docid:324
0 qid:9152 1:4.004552 2:1.5726299 3:0.74804443 4:0.0 9:1.806572 10:1.2124112 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:283
1 qid:9152 1:3.9979768 2:3.3226027 3:2.1469564 4:0.0 9:0.0 10:0.0 11:0.0 16:4.058859 17:2.825081 18:0.0 # docid:510
0 qid:9152 1:3.9154038 2:1.6860378 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:85
0 qid:9152 1:3.9154038 2:5.402712 3:0.8882673 4:0.0 9:1.0373815 10:0.0 11:0.0 16:0.5651028 17:0.0 18:0.0 # docid:82
0 qid:9152 1:3.9154038 2:5.402712 3:0.8882673 4:0.0 9:1.0373815 10:0.0 11:0.0 16:0.5651028 17:0.0 18:0.0 # docid:81
0 qid:9152 1:3.9154038 2:2.0050266 3:3.7761986 4:0.0 9:0.0 10:0.0 11:0.0 16:0.6162168 17:0.0 18:0.0 # docid:198
0 qid:9152 1:3.793566 2:1.4769874 3:0.9474691 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:514
0 qid:9152 1:3.793566 2:0.95687747 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:541
2 qid:9152 1:3.756189 2:5.662358 3:0.74804443 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:501
0 qid:9152 1:3.7301297 2:2.9543452 3:0.0 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:304
0 qid:9152 1:3.6188717 2:6.436994 3:4.862788 4:3.8687336 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:495
2 qid:9060 1:24.103304 2:7.124976 3:17.55864 4:20.021084 9:0.0 10:0.0 11:0.0 16:7.4472203 17:9.969621 18:10.44302 # docid:287
0 qid:9060 1:11.220508 2:6.380483 3:8.155062 4:5.5038857 9:0.0 10:0.0 11:0.0 16:7.8695307 17:8.8915415 18:5.708253 # docid:390
0 qid:9060 1:7.342631 2:6.4505033 3:5.530473 4:0.0 9:0.0 10:0.0 11:0.0 16:6.7313523 17:4.396578 18:0.0 # docid:115
2 qid:9060 1:7.013791 2:1.3729973 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.9770541 17:0.0 18:0.0 # docid:286
0 qid:9060 1:6.2384286 2:2.141756 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:1.4822142 17:1.5018107 18:0.0 # docid:145
0 qid:9060 1:6.2384286 2:1.7212226 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:585
0 qid:9060 1:6.2384286 2:2.0399313 3:0.83602875 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:820
2 qid:9060 1:5.911666 2:1.4969573 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.9770541 17:0.0 18:0.0 # docid:281
0 qid:9060 1:5.911666 2:1.4969573 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.9770541 17:0.0 18:0.0 # docid:479
0 qid:9060 1:5.911666 2:2.035708 3:0.83602875 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:1.0780797 18:0.0 # docid:377
0 qid:9060 1:5.6174307 2:2.177897 3:2.8054044 4:0.0 9:0.0 10:0.0 11:0.0 16:2.6929224 17:3.8747237 18:0.0 # docid:378
0 qid:9060 1:5.351096 2:2.1938624 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:582
0 qid:9060 1:5.020576 2:0.92074156 3:1.015126 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:750
0 qid:9060 1:5.020576 2:1.2393789 3:1.015126 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:742
0 qid:9060 1:4.7268314 2:1.5492322 3:3.5533104 4:0.0 9:0.0 10:0.0 11:0.0 16:3.1340237 17:3.8747237 18:0.0 # docid:193
0 qid:9060 1:4.6723924 2:7.124976 3:7.1101503 4:0.0 9:0.0 10:0.0 11:0.0 16:7.4472203 17:6.0948973 18:0.0 # docid:157
0 qid:9060 1:4.46556 2:1.3964738 3:1.1996784 4:0.0 9:0.0 10:0.0 11:0.0 16:1.4822142 17:1.5018107 18:0.0 # docid:165
0 qid:9060 1:4.46556 2:0.81885934 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:1.0780797 18:0.0 # docid:719
0 qid:9060 1:4.46556 2:2.228873 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:1.4822142 17:1.5018107 18:0.0 # docid:93
0 qid:9060 1:4.3990192 2:0.9705119 3:0.9474691 4:0.0 9:0.0 10:0.0 11:0.0 16:1.3320849 17:1.0780797 18:0.0 # docid:189
0 qid:9060 1:4.3990192 2:5.3624334 3:6.1987996 4:0.0 9:0.0 10:0.0 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:174
0 qid:9060 1:4.3990192 2:0.86681694 3:0.9474691 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:1.0780797 18:0.0 # docid:194
0 qid:9060 1:4.2316585 2:0.77593017 3:0.7895932 4:0.0 9:0.0 10:0.0 11:0.0 16:1.2995508 17:1.0780797 18:0.0 # docid:806
0 qid:9060 1:4.1558676 2:5.504182 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:1.4822142 17:1.5018107 18:0.0 # docid:95
0 qid:9060 1:4.1558676 2:4.5896826 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:408
2 qid:9060 1:4.0916767 2:1.9642472 3:3.807045 4:0.0 9:0.0 10:0.0 11:0.0 16:2.6929224 17:3.8747237 18:0.0 # docid:290
0 qid:9060 1:4.02104 2:1.2021651 3:0.7895932 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:46
0 qid:9060 1:4.02104 2:1.2021651 3:0.74804443 4:0.0 9:0.0 10:0.0 11:0.0 16:1.3320849 17:0.9447944 18:0.0 # docid:321
0 qid:9060 1:3.9381871 2:4.7203097 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:47
0 qid:9060 1:3.9381871 2:5.515395 3:1.1511075 4:0.0 9:0.0 10:0.0 11:0.0 16:5.470166 17:1.0780797 18:0.0 # docid:111
0 qid:9060 1:3.9381871 2:6.2977085 3:5.855717 4:0.0 9:0.0 10:0.0 11:0.0 16:1.4411662 17:1.0780797 18:0.0 # docid:149
0 qid:9060 1:3.7421756 2:5.319757 3:1.1063164 4:0.0 9:0.0 10:0.0 11:0.0 16:5.470166 17:1.0780797 18:0.0 # docid:113
0 qid:9060 1:3.7421756 2:4.9641213 3:5.9554925 4:0.0 9:0.0 10:0.0 11:0.0 16:4.3131967 17:0.0 18:0.0 # docid:345
0 qid:9060 1:3.6393487 2:2.141756 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:1.0780797 18:0.0 # docid:330
0 qid:9060 1:3.6393487 2:0.38520417 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:404
0 qid:9060 1:3.6393487 2:0.38520417 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:401
0 qid:9060 1:3.6393487 2:2.1452248 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:1.3320849 17:1.0780797 18:0.0 # docid:379
0 qid:9060 1:3.5647514 2:4.7369776 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:5.0290647 17:0.0 18:0.0 # docid:597
2 qid:9060 1:3.4487233 2:0.26852313 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:282
